"Series Key",EBA.SE-ALL.D.H,"Series Key",EBA.TVA-ALL.D.H
"Series Name","Demand for Southeast (region), hourly - UTC time","Series Name","Demand for Tennessee Valley Authority (TVA), hourly - UTC time"
Units,megawatthours,Units,megawatthours
Frequency,H,Frequency,H
"Start Date",20150701T06Z,"Start Date",20150701T06Z
"End Date",20211012T11Z,"End Date",20211012T11Z
Source,,Source,

20180527T12Z,21090,20180512T12Z,13262
20180527T11Z,20812,20180512T11Z,13018
20180527T10Z,20819,20180512T10Z,13046
20180527T09Z,20932,20180512T09Z,13168
20180527T08Z,21380,20180512T08Z,13547
20180527T07Z,22039,20180512T07Z,14155
20180527T06Z,23029,20180512T06Z,14940
20180527T05Z,24463,20180512T05Z,16452
20180527T04Z,26144,20180512T04Z,18154
20180527T03Z,28057,20180512T03Z,19660
20180527T02Z,29839,20180512T02Z,20907
20180527T01Z,30467,20180512T01Z,21516
20180527T00Z,31460,20180512T00Z,22525
20180526T23Z,32803,20180511T23Z,23359
20180526T22Z,33600,20180511T22Z,23694
20180526T21Z,33821,20180511T21Z,23620
20180526T20Z,33395,20180511T20Z,23133
20180526T19Z,32508,20180511T19Z,22614
20180526T18Z,31423,20180511T18Z,21825
20180526T17Z,29947,20180511T17Z,20769
20180526T16Z,28272,20180511T16Z,19747
20180526T15Z,26429,20180511T15Z,18643
20180526T14Z,24849,20180511T14Z,17516
20180526T13Z,22970,20180511T13Z,16562
20180526T12Z,21492,20180511T12Z,15731
20180526T11Z,21441,20180511T11Z,14662
20180526T10Z,21456,20180511T10Z,13769
20180526T09Z,21430,20180511T09Z,13466
20180526T08Z,21939,20180511T08Z,13773
20180526T07Z,22549,20180511T07Z,14258
20180526T06Z,23572,20180511T06Z,14973
20180526T05Z,24988,20180511T05Z,15931
20180526T04Z,26665,20180511T04Z,17642
20180526T03Z,28422,20180511T03Z,19490
20180526T02Z,30041,20180511T02Z,20852
20180526T01Z,30626,20180511T01Z,21061
20180526T00Z,31505,20180511T00Z,21670
20180525T23Z,32976,20180510T23Z,22452
20180525T22Z,34117,20180510T22Z,22590
20180525T21Z,34543,20180510T21Z,22282
20180525T20Z,34756,20180510T20Z,21824
20180525T19Z,34423,20180510T19Z,21341
20180525T18Z,33589,20180510T18Z,20594
20180525T17Z,32252,20180510T17Z,19923
20180525T16Z,30821,20180510T16Z,19081
20180525T15Z,29266,20180510T15Z,18083
20180525T14Z,27810,20180510T14Z,17272
20180525T13Z,26313,20180510T13Z,16588
20180525T12Z,25434,20180510T12Z,15919
20180525T11Z,24718,20180510T11Z,14926
20180525T10Z,23344,20180510T10Z,13861
20180525T09Z,22652,20180510T09Z,13538
20180525T08Z,22813,20180510T08Z,13715
20180525T07Z,23627,20180510T07Z,14152
20180525T06Z,24716,20180510T06Z,14713
20180525T05Z,26097,20180510T05Z,15802
20180525T04Z,27781,20180510T04Z,17316
20180525T03Z,30052,20180510T03Z,19138
20180525T02Z,32308,20180510T02Z,20410
20180525T01Z,33388,20180510T01Z,20588
20180525T00Z,34371,20180510T00Z,21114
20180524T23Z,35737,20180509T23Z,21563
20180524T22Z,36653,20180509T22Z,21511
20180524T21Z,37067,20180509T21Z,21244
20180524T20Z,36891,20180509T20Z,20711
20180524T19Z,36270,20180509T19Z,20031
20180524T18Z,35240,20180509T18Z,19239
20180524T17Z,33718,20180509T17Z,18522
20180524T16Z,31965,20180509T16Z,17701
20180524T15Z,29898,20180509T15Z,16720
20180524T14Z,28032,20180509T14Z,16238
20180524T13Z,26565,20180509T13Z,15758
20180524T12Z,25685,20180509T12Z,15113
20180524T11Z,24805,20180509T11Z,14075
20180524T10Z,23359,20180509T10Z,12988
20180524T09Z,22642,20180509T09Z,12659
20180524T08Z,22742,20180509T08Z,12819
20180524T07Z,23336,20180509T07Z,13187
20180524T06Z,24388,20180509T06Z,13903
20180524T05Z,25344,20180509T05Z,14867
20180524T04Z,27312,20180509T04Z,16386
20180524T03Z,29858,20180509T03Z,18187
20180524T02Z,31873,20180509T02Z,19487
20180524T01Z,32560,20180509T01Z,19840
20180524T00Z,33545,20180509T00Z,20491
20180523T23Z,34727,20180508T23Z,20943
20180523T22Z,35354,20180508T22Z,21063
20180523T21Z,35408,20180508T21Z,20462
20180523T20Z,34795,20180508T20Z,19983
20180523T19Z,33927,20180508T19Z,19313
20180523T18Z,32820,20180508T18Z,18559
20180523T17Z,31873,20180508T17Z,17891
20180523T16Z,30211,20180508T16Z,17285
20180523T15Z,28739,20180508T15Z,16810
20180523T14Z,27354,20180508T14Z,16150
20180523T13Z,26453,20180508T13Z,15751
20180523T12Z,25660,20180508T12Z,15126
20180523T11Z,24333,20180508T11Z,14040
20180523T10Z,23037,20180508T10Z,12993
20180523T09Z,22176,20180508T09Z,12515
20180523T08Z,22214,20180508T08Z,12609
20180523T07Z,22793,20180508T07Z,13016
20180523T06Z,23603,20180508T06Z,13587
20180523T05Z,24807,20180508T05Z,14588
20180523T04Z,26339,20180508T04Z,15996
20180523T03Z,28764,20180508T03Z,17744
20180523T02Z,30855,20180508T02Z,19166
20180523T01Z,31519,20180508T01Z,19331
20180523T00Z,32253,20180508T00Z,19897
20180522T23Z,33272,20180507T23Z,20395
20180522T22Z,34355,20180507T22Z,20405
20180522T21Z,34873,20180507T21Z,20108
20180522T20Z,34678,20180507T20Z,19575
20180522T19Z,33806,20180507T19Z,19241
20180522T18Z,32571,20180507T18Z,18615
20180522T17Z,31269,20180507T17Z,17923
20180522T16Z,30243,20180507T16Z,17336
20180522T15Z,27980,20180507T15Z,16668
20180522T14Z,27304,20180507T14Z,16091
20180522T13Z,26633,20180507T13Z,15581
20180522T12Z,25680,20180507T12Z,14974
20180522T11Z,24469,20180507T11Z,13922
20180522T10Z,22775,20180507T10Z,12704
20180522T09Z,22139,20180507T09Z,12242
20180522T08Z,22223,20180507T08Z,12218
20180522T07Z,22663,20180507T07Z,12426
20180522T06Z,23634,20180507T06Z,12885
20180522T05Z,25064,20180507T05Z,13623
20180522T04Z,26536,20180507T04Z,14871
20180522T03Z,28937,20180507T03Z,16220
20180522T02Z,31244,20180507T02Z,17198
20180522T01Z,31923,20180507T01Z,17103
20180522T00Z,32672,20180507T00Z,17396
20180521T23Z,33568,20180506T23Z,17726
20180521T22Z,33964,20180506T22Z,17910
20180521T21Z,34094,20180506T21Z,17460
20180521T20Z,33897,20180506T20Z,16885
20180521T19Z,33316,20180506T19Z,16310
20180521T18Z,32241,20180506T18Z,15661
20180521T17Z,31185,20180506T17Z,15071
20180521T16Z,30005,20180506T16Z,14600
20180521T15Z,28572,20180506T15Z,14188
20180521T14Z,27075,20180506T14Z,13586
20180521T13Z,26031,20180506T13Z,12698
20180521T12Z,24832,20180506T12Z,11950
20180521T11Z,23274,20180506T11Z,11772
20180521T10Z,21979,20180506T10Z,11601
20180521T09Z,21295,20180506T09Z,11647
20180521T08Z,21212,20180506T08Z,11744
20180521T07Z,21751,20180506T07Z,12030
20180521T06Z,22602,20180506T06Z,12529
20180521T05Z,23597,20180506T05Z,13221
20180521T04Z,25651,20180506T04Z,14313
20180521T03Z,27656,20180506T03Z,15172
20180521T02Z,29454,20180506T02Z,15879
20180521T01Z,30183,20180506T01Z,15745
20180521T00Z,30875,20180506T00Z,15708
20180520T23Z,32031,20180505T23Z,15920
20180520T22Z,33277,20180505T22Z,16092
20180520T21Z,34171,20180505T21Z,16104
20180520T20Z,34474,20180505T20Z,16206
20180520T19Z,34037,20180505T19Z,16226
20180520T18Z,32889,20180505T18Z,16263
20180520T17Z,31190,20180505T17Z,16122
20180520T16Z,29127,20180505T16Z,15834
20180520T15Z,26970,20180505T15Z,15464
20180520T14Z,25088,20180505T14Z,14758
20180520T13Z,23175,20180505T13Z,13929
20180520T12Z,21472,20180505T12Z,13316
20180520T11Z,21176,20180505T11Z,13058
20180520T10Z,21166,20180505T10Z,12799
20180520T09Z,21410,20180505T09Z,12782
20180520T08Z,21950,20180505T08Z,13016
20180520T07Z,22747,20180505T07Z,13455
20180520T06Z,24123,20180505T06Z,14174
20180520T05Z,25474,20180505T05Z,15038
20180520T04Z,27136,20180505T04Z,16390
20180520T03Z,29407,20180505T03Z,17574
20180520T02Z,31399,20180505T02Z,18515
20180520T01Z,32400,20180505T01Z,18645
20180520T00Z,33455,20180505T00Z,18667
20180519T23Z,34807,20180504T23Z,19241
20180519T22Z,35448,20180504T22Z,19367
20180519T21Z,35451,20180504T21Z,19493
20180519T20Z,34783,20180504T20Z,19694
20180519T19Z,33787,20180504T19Z,19215
20180519T18Z,32467,20180504T18Z,19057
20180519T17Z,30884,20180504T17Z,18701
20180519T16Z,28940,20180504T16Z,18242
20180519T15Z,27093,20180504T15Z,17501
20180519T14Z,25275,20180504T14Z,17051
20180519T13Z,23536,20180504T13Z,16461
20180519T12Z,22353,20180504T12Z,15819
20180519T11Z,21930,20180504T11Z,14822
20180519T10Z,21641,20180504T10Z,13722
20180519T09Z,21518,20180504T09Z,13583
20180519T08Z,21868,20180504T08Z,13717
20180519T07Z,22438,20180504T07Z,14134
20180519T06Z,23192,20180504T06Z,14768
20180519T05Z,24540,20180504T05Z,15738
20180519T04Z,26144,20180504T04Z,17216
20180519T03Z,28263,20180504T03Z,18909
20180519T02Z,30047,20180504T02Z,20183
20180519T01Z,30709,20180504T01Z,20388
20180519T00Z,31626,20180504T00Z,20615
20180518T23Z,32934,20180503T23Z,21091
20180518T22Z,33830,20180503T22Z,21305
20180518T21Z,34006,20180503T21Z,21009
20180518T20Z,33717,20180503T20Z,20525
20180518T19Z,33155,20180503T19Z,19964
20180518T18Z,32273,20180503T18Z,19270
20180518T17Z,30995,20180503T17Z,18610
20180518T16Z,29471,20180503T16Z,18011
20180518T15Z,28024,20180503T15Z,17335
20180518T14Z,26655,20180503T14Z,16635
20180518T13Z,25747,20180503T13Z,16075
20180518T12Z,24929,20180503T12Z,15570
20180518T11Z,23920,20180503T11Z,14557
20180518T10Z,22205,20180503T10Z,13506
20180518T09Z,21623,20180503T09Z,13072
20180518T08Z,21699,20180503T08Z,13203
20180518T07Z,22269,20180503T07Z,13606
20180518T06Z,23046,20180503T06Z,14257
20180518T05Z,24269,20180503T05Z,15266
20180518T04Z,25716,20180503T04Z,16711
20180518T03Z,28043,20180503T03Z,18368
20180518T02Z,30254,20180503T02Z,19685
20180518T01Z,31057,20180503T01Z,19790
20180518T00Z,31562,20180503T00Z,20290
20180517T23Z,32550,20180502T23Z,20452
20180517T22Z,33258,20180502T22Z,20192
20180517T21Z,33311,20180502T21Z,19765
20180517T20Z,32962,20180502T20Z,19363
20180517T19Z,32294,20180502T19Z,18792
20180517T18Z,31375,20180502T18Z,18175
20180517T17Z,30084,20180502T17Z,17588
20180517T16Z,29009,20180502T16Z,16947
20180517T15Z,27798,20180502T15Z,16321
20180517T14Z,26729,20180502T14Z,15757
20180517T13Z,25797,20180502T13Z,15383
20180517T12Z,25104,20180502T12Z,14887
20180517T11Z,24316,20180502T11Z,13820
20180517T10Z,22573,20180502T10Z,12942
20180517T09Z,21741,20180502T09Z,12573
20180517T08Z,21700,20180502T08Z,12632
20180517T07Z,22195,20180502T07Z,12900
20180517T06Z,22935,20180502T06Z,13447
20180517T05Z,24158,20180502T05Z,14449
20180517T04Z,25699,20180502T04Z,15780
20180517T03Z,28224,20180502T03Z,17167
20180517T02Z,30363,20180502T02Z,18300
20180517T01Z,30846,20180502T01Z,18208
20180517T00Z,31275,20180502T00Z,18204
20180516T23Z,31962,20180501T23Z,18354
20180516T22Z,32224,20180501T22Z,18275
20180516T21Z,32251,20180501T21Z,17901
20180516T20Z,32202,20180501T20Z,17497
20180516T19Z,31881,20180501T19Z,17074
20180516T18Z,31399,20180501T18Z,16685
20180516T17Z,30531,20180501T17Z,16321
20180516T16Z,29480,20180501T16Z,16065
20180516T15Z,28173,20180501T15Z,15802
20180516T14Z,26907,20180501T14Z,15755
20180516T13Z,26066,20180501T13Z,15866
20180516T12Z,25426,20180501T12Z,15676
20180516T11Z,24603,20180501T11Z,14470
20180516T10Z,22714,20180501T10Z,13242
20180516T09Z,22371,20180501T09Z,12632
20180516T08Z,22464,20180501T08Z,12522
20180516T07Z,22923,20180501T07Z,12670
20180516T06Z,23743,20180501T06Z,12936
20180516T05Z,24766,20180501T05Z,13638
20180516T04Z,27100,20180501T04Z,14883
20180516T03Z,29282,20180501T03Z,16299
20180516T02Z,31508,20180501T02Z,17222
20180516T01Z,32319,20180501T01Z,17073
20180516T00Z,32829,20180501T00Z,16904
20180515T23Z,33786,20180430T23Z,16998
20180515T22Z,34491,20180430T22Z,16832
20180515T21Z,34390,20180430T21Z,16543
20180515T20Z,33864,20180430T20Z,16269
20180515T19Z,33142,20180430T19Z,16205
20180515T18Z,32434,20180430T18Z,16128
20180515T17Z,31433,20180430T17Z,16031
20180515T16Z,30397,20180430T16Z,16119
20180515T15Z,29240,20180430T15Z,16415
20180515T14Z,27629,20180430T14Z,16805
20180515T13Z,26674,20180430T13Z,17343
20180515T12Z,26115,20180430T12Z,17458
20180515T11Z,25089,20180430T11Z,16004
20180515T10Z,23589,20180430T10Z,14356
20180515T09Z,23036,20180430T09Z,13395
20180515T08Z,23226,20180430T08Z,12979
20180515T07Z,24213,20180430T07Z,12860
20180515T06Z,25143,20180430T06Z,12990
20180515T05Z,26481,20180430T05Z,13359
20180515T04Z,28952,20180430T04Z,14216
20180515T03Z,31722,20180430T03Z,15165
20180515T02Z,34264,20180430T02Z,15827
20180515T01Z,35324,20180430T01Z,15267
20180515T00Z,36165,20180430T00Z,14866
20180514T23Z,37166,20180429T23Z,14707
20180514T22Z,38116,20180429T22Z,14326
20180514T21Z,38596,20180429T21Z,14072
20180514T20Z,38611,20180429T20Z,13926
20180514T19Z,37944,20180429T19Z,13958
20180514T18Z,36646,20180429T18Z,13980
20180514T17Z,34709,20180429T17Z,14320
20180514T16Z,32589,20180429T16Z,14096
20180514T15Z,29978,20180429T15Z,14442
20180514T14Z,27764,20180429T14Z,14465
20180514T13Z,26420,20180429T13Z,14055
20180514T12Z,25209,20180429T12Z,13257
20180514T11Z,24493,20180429T11Z,12780
20180514T10Z,22665,20180429T10Z,12327
20180514T09Z,21830,20180429T09Z,12146
20180514T08Z,21997,20180429T08Z,12017
20180514T07Z,22728,20180429T07Z,12102
20180514T06Z,23773,20180429T06Z,12406
20180514T05Z,24929,20180429T05Z,13057
20180514T04Z,27175,20180429T04Z,13924
20180514T03Z,30144,20180429T03Z,14634
20180514T02Z,32545,20180429T02Z,15286
20180514T01Z,33456,20180429T01Z,15109
20180514T00Z,34758,20180429T00Z,15149
20180513T23Z,35963,20180428T23Z,15324
20180513T22Z,36603,20180428T22Z,15238
20180513T21Z,36401,20180428T21Z,15088
20180513T20Z,35694,20180428T20Z,14781
20180513T19Z,34489,20180428T19Z,14742
20180513T18Z,32918,20180428T18Z,14754
20180513T17Z,31031,20180428T17Z,14780
20180513T16Z,28808,20180428T16Z,14797
20180513T15Z,26479,20180428T15Z,14829
20180513T14Z,24626,20180428T14Z,14697
20180513T13Z,22401,20180428T13Z,14299
20180513T12Z,20511,20180428T12Z,13576
20180513T11Z,20097,20180428T11Z,13164
20180513T10Z,20095,20180428T10Z,12670
20180513T09Z,20391,20180428T09Z,12435
20180513T08Z,20862,20180428T08Z,12371
20180513T07Z,21878,20180428T07Z,12534
20180513T06Z,23010,20180428T06Z,12818
20180513T05Z,24391,20180428T05Z,13309
20180513T04Z,26618,20180428T04Z,14245
20180513T03Z,29174,20180428T03Z,15295
20180513T02Z,31560,20180428T02Z,15967
20180513T01Z,32702,20180428T01Z,15680
20180513T00Z,34123,20180428T00Z,15758
20180512T23Z,35671,20180427T23Z,15678
20180512T22Z,36430,20180427T22Z,15764
20180512T21Z,36336,20180427T21Z,15702
20180512T20Z,35781,20180427T20Z,15835
20180512T19Z,34814,20180427T19Z,15938
20180512T18Z,33571,20180427T18Z,15993
20180512T17Z,31825,20180427T17Z,15986
20180512T16Z,29658,20180427T16Z,16192
20180512T15Z,27191,20180427T15Z,16333
20180512T14Z,24975,20180427T14Z,16305
20180512T13Z,23221,20180427T13Z,16642
20180512T12Z,21512,20180427T12Z,16522
20180512T11Z,21206,20180427T11Z,15336
20180512T10Z,21053,20180427T10Z,14128
20180512T09Z,21077,20180427T09Z,13536
20180512T08Z,21535,20180427T08Z,13388
20180512T07Z,22356,20180427T07Z,13492
20180512T06Z,23441,20180427T06Z,13787
20180512T05Z,25085,20180427T05Z,14363
20180512T04Z,27026,20180427T04Z,15181
20180512T03Z,29552,20180427T03Z,16295
20180512T02Z,31856,20180427T02Z,16998
20180512T01Z,33002,20180427T01Z,16767
20180512T00Z,34784,20180427T00Z,16438
20180511T23Z,36372,20180426T23Z,16266
20180511T22Z,37094,20180426T22Z,16161
20180511T21Z,37039,20180426T21Z,16156
20180511T20Z,36280,20180426T20Z,16148
20180511T19Z,35211,20180426T19Z,16285
20180511T18Z,33582,20180426T18Z,16450
20180511T17Z,31683,20180426T17Z,16597
20180511T16Z,29849,20180426T16Z,16623
20180511T15Z,27880,20180426T15Z,16613
20180511T14Z,26200,20180426T14Z,16521
20180511T13Z,25146,20180426T13Z,16386
20180511T12Z,24320,20180426T12Z,16090
20180511T11Z,23229,20180426T11Z,14851
20180511T10Z,21682,20180426T10Z,13480
20180511T09Z,21065,20180426T09Z,12990
20180511T08Z,21280,20180426T08Z,12953
20180511T07Z,21805,20180426T07Z,12989
20180511T06Z,22753,20180426T06Z,13299
20180511T05Z,24156,20180426T05Z,13913
20180511T04Z,25859,20180426T04Z,14880
20180511T03Z,28656,20180426T03Z,16122
20180511T02Z,30940,20180426T02Z,16928
20180511T01Z,31968,20180426T01Z,16738
20180511T00Z,33121,20180426T00Z,16260
20180510T23Z,34704,20180425T23Z,16264
20180510T22Z,35745,20180425T22Z,16025
20180510T21Z,35789,20180425T21Z,16006
20180510T20Z,35148,20180425T20Z,15970
20180510T19Z,34013,20180425T19Z,16110
20180510T18Z,32768,20180425T18Z,16129
20180510T17Z,31180,20180425T17Z,16129
20180510T16Z,29372,20180425T16Z,16200
20180510T15Z,27641,20180425T15Z,16140
20180510T14Z,26327,20180425T14Z,16099
20180510T13Z,25021,20180425T13Z,16060
20180510T12Z,24085,20180425T12Z,15841
20180510T11Z,23088,20180425T11Z,14651
20180510T10Z,21665,20180425T10Z,13317
20180510T09Z,20903,20180425T09Z,12821
20180510T08Z,20996,20180425T08Z,12776
20180510T07Z,21574,20180425T07Z,12966
20180510T06Z,22439,20180425T06Z,13250
20180510T05Z,23415,20180425T05Z,13914
20180510T04Z,25625,20180425T04Z,14855
20180510T03Z,28490,20180425T03Z,15935
20180510T02Z,31092,20180425T02Z,16845
20180510T01Z,32037,20180425T01Z,16769
20180510T00Z,33243,20180425T00Z,16361
20180509T23Z,34253,20180424T23Z,16265
20180509T22Z,34613,20180424T22Z,16194
20180509T21Z,34408,20180424T21Z,15991
20180509T20Z,33646,20180424T20Z,16054
20180509T19Z,32668,20180424T19Z,16167
20180509T18Z,31249,20180424T18Z,16299
20180509T17Z,29630,20180424T17Z,16437
20180509T16Z,27998,20180424T16Z,16612
20180509T15Z,26356,20180424T15Z,16607
20180509T14Z,25135,20180424T14Z,16467
20180509T13Z,24224,20180424T13Z,16412
20180509T12Z,23667,20180424T12Z,16078
20180509T11Z,22618,20180424T11Z,14795
20180509T10Z,21109,20180424T10Z,13509
20180509T09Z,20388,20180424T09Z,12989
20180509T08Z,20399,20180424T08Z,12846
20180509T07Z,20844,20180424T07Z,13015
20180509T06Z,21772,20180424T06Z,13374
20180509T05Z,23109,20180424T05Z,13926
20180509T04Z,25010,20180424T04Z,14822
20180509T03Z,27316,20180424T03Z,16113
20180509T02Z,29716,20180424T02Z,16951
20180509T01Z,30414,20180424T01Z,16974
20180509T00Z,31380,20180424T00Z,16534
20180508T23Z,32351,20180423T23Z,16463
20180508T22Z,32974,20180423T22Z,16284
20180508T21Z,32795,20180423T21Z,16209
20180508T20Z,32000,20180423T20Z,16263
20180508T19Z,31405,20180423T19Z,16354
20180508T18Z,30172,20180423T18Z,16500
20180508T17Z,28719,20180423T17Z,16433
20180508T16Z,27315,20180423T16Z,16476
20180508T15Z,25966,20180423T15Z,16400
20180508T14Z,24760,20180423T14Z,16262
20180508T13Z,23791,20180423T13Z,16190
20180508T12Z,23156,20180423T12Z,15759
20180508T11Z,22483,20180423T11Z,14325
20180508T10Z,20618,20180423T10Z,13130
20180508T09Z,20282,20180423T09Z,12523
20180508T08Z,20316,20180423T08Z,12394
20180508T07Z,20785,20180423T07Z,12599
20180508T06Z,21610,20180423T06Z,12792
20180508T05Z,22406,20180423T05Z,13156
20180508T04Z,24494,20180423T04Z,13954
20180508T03Z,27210,20180423T03Z,15114
20180508T02Z,29809,20180423T02Z,15764
20180508T01Z,30557,20180423T01Z,15843
20180508T00Z,31543,20180423T00Z,15394
20180507T23Z,32465,20180422T23Z,15234
20180507T22Z,32841,20180422T22Z,14941
20180507T21Z,32621,20180422T21Z,14752
20180507T20Z,31851,20180422T20Z,14702
20180507T19Z,30749,20180422T19Z,14769
20180507T18Z,29583,20180422T18Z,14738
20180507T17Z,28241,20180422T17Z,14625
20180507T16Z,26892,20180422T16Z,14495
20180507T15Z,25591,20180422T15Z,14420
20180507T14Z,24363,20180422T14Z,13980
20180507T13Z,23714,20180422T13Z,13333
20180507T12Z,22800,20180422T12Z,12616
20180507T11Z,21498,20180422T11Z,12369
20180507T10Z,19543,20180422T10Z,11967
20180507T09Z,18605,20180422T09Z,11780
20180507T08Z,18495,20180422T08Z,11858
20180507T07Z,18743,20180422T07Z,12005
20180507T06Z,19124,20180422T06Z,12320
20180507T05Z,20402,20180422T05Z,13010
20180507T04Z,22496,20180422T04Z,13834
20180507T03Z,24983,20180422T03Z,14856
20180507T02Z,27132,20180422T02Z,15411
20180507T01Z,27763,20180422T01Z,15271
20180507T00Z,28337,20180422T00Z,14989
20180506T23Z,29098,20180421T23Z,15051
20180506T22Z,29249,20180421T22Z,14956
20180506T21Z,28736,20180421T21Z,14957
20180506T20Z,28047,20180421T20Z,14631
20180506T19Z,27000,20180421T19Z,14601
20180506T18Z,25906,20180421T18Z,14595
20180506T17Z,24863,20180421T17Z,14782
20180506T16Z,23830,20180421T16Z,15139
20180506T15Z,22858,20180421T15Z,15473
20180506T14Z,21833,20180421T14Z,15868
20180506T13Z,20380,20180421T13Z,15847
20180506T12Z,19061,20180421T12Z,15525
20180506T11Z,18749,20180421T11Z,14883
20180506T10Z,18470,20180421T10Z,14194
20180506T09Z,18501,20180421T09Z,13798
20180506T08Z,18931,20180421T08Z,13555
20180506T07Z,19429,20180421T07Z,13532
20180506T06Z,20194,20180421T06Z,13622
20180506T05Z,21411,20180421T05Z,14131
20180506T04Z,23235,20180421T04Z,14776
20180506T03Z,25023,20180421T03Z,15510
20180506T02Z,26250,20180421T02Z,16063
20180506T01Z,26603,20180421T01Z,15769
20180506T00Z,26777,20180421T00Z,15313
20180505T23Z,27497,20180420T23Z,15449
20180505T22Z,27892,20180420T22Z,15209
20180505T21Z,27998,20180420T21Z,15620
20180505T20Z,27888,20180420T20Z,15409
20180505T19Z,27617,20180420T19Z,15673
20180505T18Z,26954,20180420T18Z,16015
20180505T17Z,26205,20180420T17Z,16385
20180505T16Z,25339,20180420T16Z,16978
20180505T15Z,24455,20180420T15Z,17563
20180505T14Z,22981,20180420T14Z,18297
20180505T13Z,21808,20180420T13Z,19389
20180505T12Z,20586,20180420T12Z,19808
20180505T11Z,20104,20180420T11Z,18388
20180505T10Z,19674,20180420T10Z,16792
20180505T09Z,19633,20180420T09Z,15882
20180505T08Z,19967,20180420T08Z,15401
20180505T07Z,20448,20180420T07Z,15314
20180505T06Z,21128,20180420T06Z,15319
20180505T05Z,22648,20180420T05Z,-22158
20180505T04Z,24557,20180420T04Z,16279
20180505T03Z,26744,20180420T03Z,17238
20180505T02Z,28648,20180420T02Z,17734
20180505T01Z,29339,20180420T01Z,17117
20180505T00Z,30439,20180420T00Z,16167
20180504T23Z,31731,20180419T23Z,15858
20180504T22Z,32393,20180419T22Z,15789
20180504T21Z,32098,20180419T21Z,15723
20180504T20Z,31363,20180419T20Z,15894
20180504T19Z,30343,20180419T19Z,16124
20180504T18Z,29155,20180419T18Z,16373
20180504T17Z,27949,20180419T17Z,16696
20180504T16Z,26830,20180419T16Z,16958
20180504T15Z,25635,20180419T15Z,16957
20180504T14Z,24567,20180419T14Z,16776
20180504T13Z,23859,20180419T13Z,16553
20180504T12Z,23271,20180419T12Z,15997
20180504T11Z,22156,20180419T11Z,14503
20180504T10Z,20404,20180419T10Z,13131
20180504T09Z,19688,20180419T09Z,12607
20180504T08Z,19699,20180419T08Z,12456
20180504T07Z,20244,20180419T07Z,12783
20180504T06Z,21168,20180419T06Z,13208
20180504T05Z,22352,20180419T05Z,14156
20180504T04Z,24224,20180419T04Z,15299
20180504T03Z,26859,20180419T03Z,16619
20180504T02Z,29223,20180419T02Z,17557
20180504T01Z,29879,20180419T01Z,17123
20180504T00Z,30553,20180419T00Z,16912
20180503T23Z,31595,20180418T23Z,17047
20180503T22Z,32200,20180418T22Z,16957
20180503T21Z,31886,20180418T21Z,16562
20180503T20Z,31126,20180418T20Z,16385
20180503T19Z,30028,20180418T19Z,16196
20180503T18Z,28846,20180418T18Z,16072
20180503T17Z,27742,20180418T17Z,15961
20180503T16Z,26629,20180418T16Z,15814
20180503T15Z,25537,20180418T15Z,15839
20180503T14Z,24694,20180418T14Z,15762
20180503T13Z,24142,20180418T13Z,15954
20180503T12Z,23657,20180418T12Z,15830
20180503T11Z,22301,20180418T11Z,14723
20180503T10Z,20421,20180418T10Z,13459
20180503T09Z,19633,20180418T09Z,12878
20180503T08Z,19601,20180418T08Z,12831
20180503T07Z,20098,20180418T07Z,13044
20180503T06Z,20913,20180418T06Z,13364
20180503T05Z,21875,20180418T05Z,14051
20180503T04Z,23761,20180418T04Z,15107
20180503T03Z,26419,20180418T03Z,16397
20180503T02Z,28816,20180418T02Z,17238
20180503T01Z,29603,20180418T01Z,16825
20180503T00Z,30167,20180418T00Z,16263
20180502T23Z,31034,20180417T23Z,16147
20180502T22Z,31280,20180417T22Z,16084
20180502T21Z,30810,20180417T21Z,15915
20180502T20Z,30010,20180417T20Z,15937
20180502T19Z,28856,20180417T19Z,16238
20180502T18Z,27771,20180417T18Z,16565
20180502T17Z,26735,20180417T17Z,16898
20180502T16Z,25763,20180417T16Z,17605
20180502T15Z,24839,20180417T15Z,18311
20180502T14Z,23949,20180417T14Z,19374
20180502T13Z,23101,20180417T13Z,20728
20180502T12Z,22584,20180417T12Z,21419
20180502T11Z,21257,20180417T11Z,20393
20180502T10Z,19547,20180417T10Z,18827
20180502T09Z,18950,20180417T09Z,18108
20180502T08Z,18954,20180417T08Z,17786
20180502T07Z,19420,20180417T07Z,17587
20180502T06Z,20060,20180417T06Z,17581
20180502T05Z,21302,20180417T05Z,17823
20180502T04Z,23079,20180417T04Z,18359
20180502T03Z,25310,20180417T03Z,19283
20180502T02Z,27505,20180417T02Z,19938
20180502T01Z,27949,20180417T01Z,19637
20180502T00Z,28106,20180417T00Z,18865
20180501T23Z,28655,20180416T23Z,18598
20180501T22Z,28889,20180416T22Z,18546
20180501T21Z,28452,20180416T21Z,18381
20180501T20Z,27712,20180416T20Z,18666
20180501T19Z,26954,20180416T19Z,19116
20180501T18Z,26164,20180416T18Z,19462
20180501T17Z,25281,20180416T17Z,19873
20180501T16Z,24563,20180416T16Z,20236
20180501T15Z,23975,20180416T15Z,20256
20180501T14Z,23485,20180416T14Z,20307
20180501T13Z,23106,20180416T13Z,20177
20180501T12Z,22793,20180416T12Z,19739
20180501T11Z,21523,20180416T11Z,18148
20180501T10Z,19523,20180416T10Z,16529
